OrderID,Date,Product,Category,Region,Quantity,UnitPrice,Revenue,DiscountPercent,FinalRevenue,Profit,CustomerType,SalesChannel,PaymentMethod
1248,2024-01-03,Monitor,Electronics,West,8,5676,45408,7.19,42143.16,8321.2,New,Offline,UPI
1249,2025-06-14,Tablet,Electronics,East,10,16722,167220,5.4,158190.12,16928.31,Premium,Offline,Cash
1250,2024-03-04,Smartphone,Electronics,West,7,40738,285166,8.09,262096.07,75347.88,Regular,Online,Credit Card
1251,2025-09-06,Monitor,Electronics,West,7,11712,81984,4.28,78475.08,22293.98,New,Online,UPI
1252,2024-04-22,Printer,Office Equipment,South,4,16012,64048,5.95,60237.14,8413.49,New,Online,Debit Card
1253,2024-05-23,Smartwatch,Wearables,North,4,34330,137320,19.09,111105.61,25292.89,New,Online,Credit Card
1254,2024-03-20,Camera,Electronics,South,1,18232,18232,0.56,18129.9,4409.44,New,Online,Debit Card
1255,2025-03-19,Mouse,Accessories,East,4,37250,149000,6.78,138897.8,18911.63,New,Online,Debit Card
1256,2025-11-03,Tablet,Electronics,West,3,47497,142491,19.06,115332.22,12941.52,Premium,Offline,Debit Card
1257,2024-10-24,Tablet,Electronics,West,3,12856,38568,2.0,37796.64,8231.23,Regular,Offline,Credit Card
1258,2024-02-07,Smartwatch,Wearables,South,3,18393,55179,6.56,51559.26,10272.04,Regular,Offline,Cash
1259,2024-12-08,Printer,Office Equipment,South,9,35453,319077,17.7,262600.37,57530.78,Premium,Offline,Credit Card
1260,2025-11-08,Camera,Electronics,South,6,3629,21774,9.87,19624.91,5277.26,New,Online,UPI
1261,2025-07-08,Laptop,Electronics,North,10,20219,202190,8.08,185853.05,23711.9,New,Online,Debit Card
1262,2025-03-01,Camera,Electronics,North,10,7036,70360,13.39,60938.8,9086.72,Premium,Online,UPI
1263,2025-11-24,Laptop,Electronics,East,10,14945,149450,19.72,119978.46,12715.86,Regular,Offline,Debit Card
1264,2024-12-22,Camera,Electronics,North,3,16511,49533,5.27,46922.61,13645.79,Premium,Offline,Debit Card
1265,2024-12-19,Smartphone,Electronics,East,6,4000,24000,13.52,20755.2,2484.73,Premium,Offline,Debit Card
1266,2024-03-09,Tablet,Electronics,North,7,21386,149702,11.38,132665.91,37585.0,Regular,Offline,Cash
1267,2024-09-30,Printer,Office Equipment,East,4,30923,123692,0.01,123679.63,34424.18,Regular,Offline,Cash
1268,2024-05-02,Smartphone,Electronics,South,2,6901,13802,10.19,12395.58,1295.89,Regular,Offline,Credit Card
1269,2024-09-29,Monitor,Electronics,West,1,31265,31265,8.48,28613.73,6761.46,New,Offline,Cash
1270,2025-09-13,Mouse,Accessories,East,7,6955,48685,19.85,39021.03,6407.66,Regular,Offline,Debit Card
1271,2024-03-14,Laptop,Electronics,North,8,12398,99184,14.08,85218.89,12305.78,Premium,Online,Credit Card
1272,2025-05-16,Tablet,Electronics,South,2,2848,5696,12.04,5010.2,830.6,Regular,Online,Cash
1273,2024-05-19,Headphones,Accessories,North,6,42527,255162,15.16,216479.44,25365.93,New,Offline,UPI
1274,2024-12-03,Camera,Electronics,West,5,37555,187775,5.84,176808.94,23501.1,New,Offline,UPI
1275,2025-02-26,Camera,Electronics,East,10,7305,73050,1.79,71742.4,16833.9,Regular,Online,UPI
1276,2024-03-21,Camera,Electronics,North,10,34912,349120,10.4,312811.52,34097.59,Regular,Online,Credit Card
1277,2025-12-17,Tablet,Electronics,South,8,5680,45440,7.47,42045.63,8634.8,New,Online,Debit Card
1278,2025-12-16,Smartphone,Electronics,South,6,34373,206238,6.69,192440.68,43627.32,New,Offline,Credit Card
1279,2025-10-25,Keyboard,Accessories,North,9,21197,190773,8.43,174690.84,47558.07,Regular,Offline,Debit Card
1280,2024-03-26,Mouse,Accessories,South,10,12791,127910,7.81,117920.23,12111.09,Regular,Online,Cash
1281,2025-04-24,Headphones,Accessories,South,5,24873,124365,3.37,120173.9,31878.96,Premium,Online,Credit Card
1282,2024-11-27,Monitor,Electronics,North,1,23166,23166,9.35,20999.98,4179.13,Regular,Online,Debit Card
1283,2025-05-19,Headphones,Accessories,West,5,41964,209820,5.72,197818.3,22111.05,Regular,Online,Cash
1284,2025-04-04,Camera,Electronics,West,9,861,7749,11.16,6884.21,815.54,New,Online,Debit Card
1285,2025-12-29,Camera,Electronics,South,5,32126,160630,5.8,151313.46,42345.98,Premium,Online,Cash
1286,2024-05-04,Smartwatch,Wearables,North,9,17064,153576,5.36,145344.33,38912.62,New,Online,Cash
1287,2025-04-21,Smartphone,Electronics,East,10,5021,50210,6.25,47071.88,7361.64,Regular,Online,Cash
1288,2025-01-07,Smartwatch,Wearables,North,8,10181,81448,3.44,78646.19,14170.48,Premium,Offline,Debit Card
1289,2024-03-19,Printer,Office Equipment,North,7,3531,24717,17.64,20356.92,4710.77,Premium,Offline,Credit Card
1290,2025-10-18,Tablet,Electronics,South,5,22396,111980,8.91,102002.58,29606.76,New,Offline,Debit Card
1291,2025-02-26,Monitor,Electronics,West,1,37581,37581,1.25,37111.24,4855.8,Premium,Online,Cash
1292,2024-10-06,Smartwatch,Wearables,South,3,39590,118770,3.91,114126.09,24646.34,Premium,Offline,Cash
1293,2024-03-27,Smartwatch,Wearables,East,10,18644,186440,19.08,150867.25,41939.2,Regular,Online,UPI
1294,2024-08-23,Tablet,Electronics,East,7,34971,244797,13.3,212239.0,24017.58,Premium,Online,Cash
1295,2025-07-09,Laptop,Electronics,East,10,10847,108470,16.09,91017.18,15736.3,New,Online,Credit Card
1296,2024-11-05,Smartwatch,Wearables,North,9,34671,312039,10.91,277995.55,71423.18,Premium,Offline,Credit Card
1297,2024-12-05,Mouse,Accessories,South,6,46581,279486,10.67,249664.84,32976.88,Premium,Offline,Debit Card
1298,2025-04-16,Headphones,Accessories,East,8,44662,357296,17.93,293232.83,60608.94,Regular,Offline,Cash
1299,2024-08-21,Camera,Electronics,South,3,13500,40500,16.96,33631.2,6310.17,Premium,Online,Debit Card
1300,2025-08-18,Keyboard,Accessories,South,2,6401,12802,6.3,11995.47,1888.43,Regular,Offline,Credit Card
1301,2025-12-30,Printer,Office Equipment,South,7,22716,159012,16.16,133315.66,19186.97,Premium,Online,UPI
1302,2024-10-24,Headphones,Accessories,East,7,46953,328671,11.17,291958.45,60808.03,Premium,Offline,UPI
1303,2025-06-28,Tablet,Electronics,East,7,20543,143801,16.27,120404.58,28803.93,Regular,Online,UPI
1304,2024-07-05,Smartwatch,Wearables,North,2,16596,33192,2.28,32435.22,9640.8,Premium,Online,UPI
1305,2025-09-22,Tablet,Electronics,West,6,22499,134994,3.7,129999.22,15985.11,Regular,Offline,UPI
1306,2024-05-31,Mouse,Accessories,South,5,14279,71395,6.91,66461.61,14018.93,Premium,Offline,UPI
1307,2025-11-22,Mouse,Accessories,South,1,37950,37950,4.75,36147.38,6947.98,Regular,Offline,UPI
1308,2024-06-16,Printer,Office Equipment,West,9,18198,163782,18.58,133351.3,21269.55,New,Online,UPI
1309,2025-11-27,Tablet,Electronics,North,2,7260,14520,14.7,12385.56,1615.81,Premium,Offline,Debit Card
1310,2024-02-19,Smartphone,Electronics,East,5,43406,217030,2.02,212645.99,62064.66,Regular,Offline,Credit Card
1311,2024-12-05,Mouse,Accessories,North,2,17345,34690,16.95,28810.05,5392.27,Premium,Online,UPI
1312,2025-12-14,Tablet,Electronics,North,5,29275,146375,5.59,138192.64,30407.97,Regular,Online,Debit Card
1313,2025-12-22,Headphones,Accessories,East,5,49234,246170,17.84,202253.27,44233.58,Regular,Offline,UPI
1314,2025-03-24,Tablet,Electronics,West,10,40673,406730,13.03,353733.08,78853.37,New,Online,Debit Card
1315,2025-01-27,Tablet,Electronics,North,4,35591,142364,5.49,134548.22,20577.03,Regular,Offline,Debit Card
1316,2024-12-25,Laptop,Electronics,North,5,42521,212605,13.14,184668.7,33924.04,Regular,Online,Cash
1317,2024-02-27,Monitor,Electronics,South,2,32464,64928,6.04,61006.35,17572.2,Premium,Offline,Cash
1318,2025-06-06,Printer,Office Equipment,North,9,1186,10674,10.11,9594.86,1976.94,Premium,Online,Cash
1319,2025-08-29,Smartphone,Electronics,East,6,14396,86376,1.46,85114.91,9701.71,Regular,Online,Debit Card
1320,2025-05-25,Printer,Office Equipment,South,1,23853,23853,11.11,21202.93,4601.84,New,Online,Credit Card
1321,2024-10-29,Tablet,Electronics,North,7,16982,118874,3.47,114749.07,28462.85,Premium,Offline,Debit Card
1322,2025-01-20,Smartwatch,Wearables,East,9,38165,343485,7.31,318376.25,51692.38,New,Offline,Debit Card
1323,2025-11-28,Keyboard,Accessories,South,9,30895,278055,5.5,262761.97,28695.77,New,Online,UPI
1324,2024-05-31,Smartphone,Electronics,North,3,1267,3801,14.95,3232.75,510.93,Regular,Online,Cash
1325,2025-07-19,Laptop,Electronics,South,6,18402,110412,1.11,109186.43,26477.79,New,Offline,UPI
1326,2025-09-03,Camera,Electronics,South,5,37957,189785,0.78,188304.68,40330.56,Regular,Offline,Cash
1327,2025-12-29,Smartphone,Electronics,South,2,40084,80168,15.78,67517.49,15310.61,Premium,Online,Debit Card
1328,2025-02-05,Monitor,Electronics,West,4,42448,169792,7.27,157448.12,20998.2,Regular,Offline,Credit Card
1329,2025-04-15,Mouse,Accessories,North,10,22413,224130,7.31,207746.1,21095.58,New,Offline,Credit Card
1330,2025-04-19,Camera,Electronics,South,3,30831,92493,7.14,85889.0,25009.1,Premium,Offline,Debit Card
1331,2025-05-13,Smartphone,Electronics,West,7,38270,267890,10.96,238529.26,33546.46,New,Online,Debit Card
1332,2024-12-07,Mouse,Accessories,North,4,49603,198412,15.77,167122.43,39459.83,Regular,Online,Cash
1333,2024-10-04,Camera,Electronics,East,3,27527,82581,2.25,80722.93,21907.36,New,Offline,Debit Card
1334,2024-04-30,Headphones,Accessories,East,8,26975,215800,16.39,180430.38,24757.99,Premium,Offline,Debit Card
1335,2024-05-09,Tablet,Electronics,North,10,35078,350780,19.85,281150.17,40432.64,Premium,Offline,UPI
1336,2025-12-14,Smartphone,Electronics,West,1,33366,33366,10.17,29972.68,3002.46,Premium,Offline,Cash
1337,2024-03-05,Camera,Electronics,North,6,10742,64452,13.28,55892.77,8538.67,Regular,Offline,Cash
1338,2025-02-11,Printer,Office Equipment,South,1,23541,23541,13.24,20424.17,4184.63,New,Online,Credit Card
1339,2024-01-07,Smartwatch,Wearables,East,2,43621,87242,15.81,73449.04,14906.79,New,Offline,Debit Card
1340,2024-11-23,Headphones,Accessories,West,2,17589,35178,15.04,29887.23,7647.85,Regular,Online,UPI
1341,2024-04-17,Smartwatch,Wearables,East,4,43011,172044,15.45,145463.2,17969.34,Regular,Offline,Cash
1342,2024-07-28,Tablet,Electronics,South,9,45982,413838,13.19,359252.77,40677.54,Premium,Offline,Cash
1343,2024-06-25,Monitor,Electronics,North,2,20383,40766,9.55,36872.85,8446.64,Premium,Online,UPI
1344,2024-01-23,Smartwatch,Wearables,North,6,21347,128082,11.84,112917.09,12564.61,New,Online,UPI
1345,2024-04-08,Keyboard,Accessories,South,2,36707,73414,12.82,64002.33,8337.21,Premium,Online,UPI
1346,2025-07-07,Tablet,Electronics,East,5,22539,112695,19.32,90922.33,20810.04,Premium,Offline,UPI
1347,2024-03-25,Monitor,Electronics,North,2,31671,63342,17.34,52358.5,9284.91,New,Offline,Debit Card
1348,2024-08-30,Monitor,Electronics,East,5,1999,9995,2.45,9750.12,1691.32,Premium,Online,Debit Card
1349,2024-05-02,Smartphone,Electronics,South,5,46973,234865,17.75,193176.46,42621.01,Regular,Online,UPI
1350,2024-03-21,Printer,Office Equipment,West,1,10914,10914,4.2,10455.61,2366.03,Regular,Online,Debit Card
1351,2025-12-13,Printer,Office Equipment,West,6,28806,172836,15.64,145804.45,25055.91,Regular,Offline,UPI
1352,2025-06-27,Tablet,Electronics,South,9,36227,326043,10.68,291221.61,35045.22,New,Offline,Debit Card
1353,2025-06-29,Smartwatch,Wearables,South,3,12992,38976,8.72,35577.29,6841.93,New,Online,Cash
1354,2024-12-31,Keyboard,Accessories,East,7,44256,309792,12.44,271253.88,50291.87,Regular,Online,Cash
1355,2024-05-28,Headphones,Accessories,East,9,17891,161019,16.26,134837.31,24966.14,Premium,Offline,UPI
1356,2025-08-01,Tablet,Electronics,East,10,17689,176890,14.11,151930.82,25412.0,Regular,Offline,UPI
1357,2024-12-11,Tablet,Electronics,West,4,14114,56456,7.19,52396.81,9064.14,Regular,Online,Debit Card
1358,2024-12-18,Headphones,Accessories,South,9,34301,308709,12.93,268792.93,53705.92,Regular,Online,UPI
1359,2024-06-27,Keyboard,Accessories,East,5,27936,139680,10.59,124887.89,19747.6,Premium,Offline,Cash
1360,2025-03-27,Monitor,Electronics,East,8,3946,31568,6.02,29667.61,8338.44,Regular,Offline,Cash
1361,2025-04-18,Tablet,Electronics,North,7,27302,191114,13.9,164549.15,21199.12,New,Online,Cash
1362,2024-06-18,Mouse,Accessories,West,7,43058,301406,3.37,291248.62,83808.09,New,Online,Debit Card
1363,2025-03-03,Tablet,Electronics,West,10,40044,400440,16.81,333126.04,48616.1,Regular,Online,UPI
1364,2025-01-25,Tablet,Electronics,South,7,18364,128548,0.83,127481.05,14461.36,Premium,Offline,Cash
1365,2024-01-01,Printer,Office Equipment,South,8,8549,68392,4.27,65471.66,18816.88,Premium,Online,Credit Card
1366,2025-06-19,Camera,Electronics,East,3,19150,57450,12.26,50406.63,13336.89,New,Online,Credit Card
1367,2024-08-18,Printer,Office Equipment,North,3,46488,139464,4.93,132588.42,36649.57,Regular,Offline,Credit Card
1368,2024-11-08,Mouse,Accessories,South,9,26823,241407,12.9,210265.5,35087.31,Premium,Online,Cash
1369,2025-10-23,Smartphone,Electronics,South,6,8771,52626,19.86,42174.48,8534.5,Regular,Online,Cash
1370,2025-10-30,Monitor,Electronics,South,10,25393,253930,5.1,240979.57,42234.61,Premium,Online,Credit Card
1371,2025-02-13,Camera,Electronics,North,9,16052,144468,15.85,121569.82,23533.71,Premium,Offline,Debit Card
1372,2024-09-30,Tablet,Electronics,South,5,13329,66645,13.73,57494.64,16808.25,Regular,Online,Credit Card
1373,2025-09-13,Printer,Office Equipment,South,4,35634,142536,10.9,126999.58,20100.45,Premium,Online,Debit Card
1374,2025-12-28,Camera,Electronics,South,8,17740,141920,1.22,140188.58,16656.25,Regular,Offline,Debit Card
1375,2024-01-08,Smartphone,Electronics,East,1,46665,46665,10.63,41704.51,6270.35,New,Online,UPI
1376,2024-12-15,Keyboard,Accessories,South,9,43868,394812,14.68,336853.6,74281.94,Premium,Online,Debit Card
1377,2025-05-14,Tablet,Electronics,East,6,18487,110922,5.45,104876.75,24633.89,Premium,Online,Cash
1378,2024-10-01,Smartwatch,Wearables,East,2,20386,40772,4.04,39124.81,8156.39,New,Offline,UPI
1379,2025-09-16,Tablet,Electronics,North,8,26705,213640,1.03,211439.51,34560.57,New,Offline,Credit Card
1380,2024-04-11,Keyboard,Accessories,East,8,37926,303408,14.66,258928.39,30615.44,Regular,Offline,Debit Card
1381,2025-11-02,Printer,Office Equipment,North,8,26494,211952,6.72,197708.83,20008.64,New,Offline,Cash
1382,2024-01-03,Mouse,Accessories,East,4,7995,31980,1.96,31353.19,8314.15,Premium,Offline,Credit Card
1383,2024-10-05,Headphones,Accessories,South,4,4574,18296,1.67,17990.46,5096.4,Premium,Online,Debit Card
1384,2025-06-29,Headphones,Accessories,West,2,47005,94010,0.28,93746.77,25562.85,Regular,Offline,UPI
1385,2024-07-15,Headphones,Accessories,North,10,1536,15360,15.68,12951.55,3369.91,New,Online,UPI
1386,2025-01-13,Camera,Electronics,East,2,32248,64496,15.27,54647.46,10233.44,New,Online,Cash
1387,2024-12-20,Mouse,Accessories,West,5,12008,60040,6.6,56077.36,9054.06,Regular,Offline,UPI
1388,2024-04-11,Smartwatch,Wearables,East,7,29703,207921,19.91,166523.93,27426.38,Regular,Online,Credit Card
1389,2025-01-24,Camera,Electronics,South,1,30681,30681,8.63,28033.23,3971.55,Regular,Offline,Credit Card
1390,2025-01-15,Laptop,Electronics,South,7,26788,187516,9.6,169514.46,39738.04,Regular,Offline,UPI
1391,2024-11-02,Smartwatch,Wearables,East,1,41978,41978,1.48,41356.73,6714.55,Premium,Online,Cash
1392,2024-11-21,Camera,Electronics,West,5,16276,81380,1.34,80289.51,21728.47,Regular,Offline,Credit Card
1393,2024-10-12,Tablet,Electronics,North,6,26629,159774,15.01,135791.92,38555.85,Regular,Online,Debit Card
1394,2025-02-13,Monitor,Electronics,North,9,16546,148914,9.87,134216.19,16007.08,New,Online,Credit Card
1395,2025-12-25,Keyboard,Accessories,East,7,22137,154959,1.26,153006.52,31400.76,Regular,Offline,Debit Card
1396,2025-03-18,Keyboard,Accessories,North,10,45195,451950,1.78,443905.29,111292.35,Regular,Online,Debit Card
1397,2025-07-03,Laptop,Electronics,North,9,24505,220545,3.78,212208.4,43838.69,Premium,Online,Credit Card
1398,2024-05-22,Camera,Electronics,North,7,6146,43022,16.11,36091.16,5591.06,New,Offline,Cash
1399,2024-11-02,Monitor,Electronics,East,6,39580,237480,2.31,231994.21,31958.16,Regular,Offline,UPI
1400,2025-12-01,Monitor,Electronics,South,4,41196,164784,18.54,134233.05,15863.95,New,Online,Credit Card
1401,2025-12-07,Monitor,Electronics,West,5,34006,170030,3.53,164027.94,20221.12,New,Offline,Cash
1402,2024-03-04,Tablet,Electronics,South,8,40572,324576,19.47,261381.05,28072.03,New,Offline,UPI
1403,2025-02-20,Camera,Electronics,East,9,44093,396837,10.29,356002.47,46659.46,New,Online,UPI
1404,2025-02-16,Headphones,Accessories,East,3,42906,128718,2.93,124946.56,31456.26,Regular,Offline,Debit Card
1405,2024-12-04,Smartwatch,Wearables,North,10,47498,474980,7.98,437076.6,82398.51,New,Online,Cash
1406,2025-06-12,Keyboard,Accessories,South,6,30307,181842,5.88,171149.69,36718.45,New,Online,Credit Card
1407,2025-11-24,Camera,Electronics,South,1,7829,7829,9.94,7050.8,2083.91,New,Online,Credit Card
1408,2025-10-22,Printer,Office Equipment,North,4,6212,24848,9.43,22504.83,3012.92,Regular,Online,Cash
1409,2025-01-21,Camera,Electronics,South,10,20571,205710,3.01,199518.13,26132.97,New,Online,Debit Card
1410,2024-08-30,Keyboard,Accessories,East,1,33672,33672,10.56,30116.24,8779.73,New,Offline,UPI
1411,2025-11-11,Tablet,Electronics,East,1,18073,18073,18.82,14671.66,2028.91,Premium,Offline,Credit Card
1412,2025-04-25,Smartwatch,Wearables,West,7,30006,210042,6.93,195486.09,39718.45,New,Online,Credit Card
1413,2024-06-01,Tablet,Electronics,South,5,27015,135075,10.08,121459.44,34776.49,Premium,Offline,Cash
1414,2025-03-07,Smartwatch,Wearables,West,5,18493,92465,10.64,82626.72,11168.51,Regular,Offline,UPI
1415,2024-08-17,Smartphone,Electronics,East,1,21193,21193,9.3,19222.05,4102.65,Regular,Offline,Cash
1416,2025-12-11,Laptop,Electronics,North,10,17010,170100,13.02,147952.98,16495.44,Premium,Online,Debit Card
1417,2024-10-01,Keyboard,Accessories,East,9,39562,356058,9.82,321093.1,45264.34,New,Offline,UPI
1418,2024-02-06,Camera,Electronics,West,4,34434,137736,8.73,125711.65,22674.26,Premium,Offline,Credit Card
1419,2024-12-24,Printer,Office Equipment,East,9,41826,376434,1.8,369658.19,68679.9,New,Online,Debit Card
1420,2024-07-11,Smartwatch,Wearables,West,4,29757,119028,4.05,114207.37,30813.86,Premium,Online,Debit Card
1421,2025-08-19,Mouse,Accessories,North,3,33972,101916,18.83,82725.22,20734.44,Premium,Offline,Debit Card
1422,2025-02-22,Printer,Office Equipment,West,6,39389,236334,13.17,205208.81,39565.81,New,Offline,UPI
1423,2024-03-28,Keyboard,Accessories,North,9,4677,42093,1.88,41301.65,6730.35,New,Online,Debit Card
1424,2024-06-03,Smartwatch,Wearables,East,3,3339,10017,6.62,9353.87,1738.45,New,Offline,Debit Card
1425,2024-01-13,Camera,Electronics,East,2,37386,74772,3.56,72110.12,18121.06,Premium,Offline,Cash
1426,2025-05-21,Tablet,Electronics,North,1,38602,38602,19.0,31267.62,8014.24,New,Offline,Debit Card
1427,2024-08-02,Keyboard,Accessories,West,3,5727,17181,5.25,16279.0,1816.3,Regular,Online,Cash
1428,2024-07-26,Tablet,Electronics,West,2,6930,13860,11.44,12274.42,2137.58,Premium,Online,Credit Card
1429,2025-06-08,Printer,Office Equipment,North,2,11309,22618,5.0,21487.1,2726.37,Premium,Online,Cash
1430,2024-12-31,Monitor,Electronics,South,8,1995,15960,14.51,13644.2,1563.99,Premium,Offline,Credit Card
1431,2025-06-29,Monitor,Electronics,West,5,10847,54235,5.52,51241.23,8485.75,Premium,Offline,Credit Card
1432,2024-08-21,Smartwatch,Wearables,East,8,13771,110168,14.39,94314.82,12642.79,Premium,Offline,Credit Card
1433,2024-12-14,Printer,Office Equipment,South,5,34939,174695,5.66,164807.26,40431.71,Premium,Offline,Cash
1434,2024-06-10,Headphones,Accessories,North,5,18843,94215,15.11,79979.11,10071.72,New,Offline,UPI
1435,2024-07-27,Camera,Electronics,North,7,40158,281106,10.81,250718.44,29259.15,New,Online,UPI
1436,2024-12-16,Tablet,Electronics,North,2,10144,20288,11.7,17914.3,3526.25,New,Online,Debit Card
1437,2025-01-21,Smartwatch,Wearables,West,6,43621,261726,19.74,210061.29,21220.7,Regular,Online,UPI
1438,2024-10-24,Keyboard,Accessories,North,9,2100,18900,12.08,16616.88,3074.23,New,Offline,Debit Card
1439,2025-11-12,Tablet,Electronics,East,4,37145,148580,16.29,124376.32,36589.17,Regular,Online,Cash
1440,2024-08-09,Smartphone,Electronics,South,5,41869,209345,13.75,180560.06,26617.63,New,Offline,Cash
1441,2024-02-24,Monitor,Electronics,North,2,33448,66896,4.18,64099.75,18600.03,Premium,Offline,Debit Card
1442,2024-05-20,Headphones,Accessories,North,9,40579,365211,5.18,346293.07,76407.46,Regular,Offline,Credit Card
1443,2025-02-13,Camera,Electronics,West,8,38838,310704,9.08,282492.08,61954.75,Premium,Online,Cash
1444,2025-01-07,Printer,Office Equipment,South,5,8903,44515,10.08,40027.89,8076.77,Regular,Offline,Credit Card
1445,2025-12-06,Smartphone,Electronics,East,8,10190,81520,9.65,73653.32,16384.03,New,Offline,Credit Card
1446,2025-07-03,Smartphone,Electronics,South,10,5585,55850,16.09,46863.74,13401.62,Regular,Online,Debit Card
1447,2025-03-18,Mouse,Accessories,West,10,27106,271060,0.76,268999.94,68551.81,New,Online,Credit Card
1448,2025-09-19,Tablet,Electronics,North,6,40531,243186,7.06,226017.07,65970.39,Premium,Online,Credit Card
1449,2024-06-07,Camera,Electronics,North,8,48094,384752,7.98,354048.79,83650.18,New,Online,Cash
1450,2024-07-26,Printer,Office Equipment,South,8,29983,239864,0.73,238112.99,70923.77,Premium,Offline,Credit Card
1451,2024-11-21,Laptop,Electronics,West,6,29009,174054,12.11,152976.06,28928.01,Premium,Online,UPI
1452,2025-10-19,Monitor,Electronics,West,8,40983,327864,1.11,324224.71,82884.57,New,Online,Credit Card
1453,2025-05-21,Smartphone,Electronics,North,8,12277,98216,15.33,83159.49,14758.07,Premium,Online,Credit Card
1454,2024-07-11,Tablet,Electronics,South,4,26168,104672,8.14,96151.7,11904.73,Premium,Online,Cash
1455,2024-04-02,Printer,Office Equipment,South,5,27794,138970,6.2,130353.86,19532.08,Regular,Online,Debit Card
1456,2025-06-18,Tablet,Electronics,South,6,21901,131406,5.71,123902.72,22749.75,Premium,Online,UPI
1457,2025-12-02,Laptop,Electronics,West,5,11132,55660,4.67,53060.68,14699.62,Regular,Online,Cash
1458,2024-04-09,Mouse,Accessories,North,9,33111,297999,19.47,239978.59,36956.62,Regular,Online,Cash
1459,2024-04-02,Headphones,Accessories,North,6,35317,211902,9.01,192809.63,22315.38,Regular,Offline,Credit Card
1460,2024-04-01,Mouse,Accessories,West,8,28664,229312,7.96,211058.76,60206.21,Premium,Online,UPI
1461,2024-07-08,Mouse,Accessories,South,5,49803,249015,0.82,246973.08,43705.2,New,Online,Credit Card
1462,2025-05-25,Laptop,Electronics,South,1,31123,31123,17.06,25813.42,4332.01,New,Offline,Cash
1463,2025-10-28,Laptop,Electronics,South,4,38210,152840,8.32,140123.71,25422.5,Regular,Online,Cash
1464,2024-12-03,Smartphone,Electronics,East,1,44141,44141,7.75,40720.07,7076.3,Regular,Online,Cash
1465,2025-05-18,Camera,Electronics,South,8,21316,170528,9.82,153782.15,20467.77,Regular,Offline,Debit Card
1466,2024-02-03,Headphones,Accessories,East,7,36632,256424,19.38,206729.03,49058.49,Regular,Online,Debit Card
1467,2025-08-03,Printer,Office Equipment,South,4,8108,32432,5.55,30632.02,4336.07,Premium,Online,Credit Card
1468,2024-01-15,Monitor,Electronics,East,1,42232,42232,18.37,34473.98,5011.94,Premium,Offline,Debit Card
1469,2025-01-02,Smartphone,Electronics,East,1,24109,24109,4.73,22968.64,4238.88,Premium,Online,Credit Card
1470,2025-04-29,Monitor,Electronics,North,6,28381,170286,9.08,154824.03,30821.89,Regular,Online,Cash
1471,2024-05-24,Monitor,Electronics,South,7,13187,92309,8.06,84868.89,22593.12,Regular,Offline,UPI
1472,2025-03-25,Camera,Electronics,West,8,47975,383800,11.3,340430.6,57282.42,Regular,Online,Cash
1473,2024-06-13,Laptop,Electronics,East,1,21343,21343,14.51,18246.13,2398.0,New,Online,Credit Card
1474,2024-11-11,Camera,Electronics,East,6,43861,263166,17.54,217006.68,26008.95,Regular,Online,Debit Card
1475,2024-01-16,Laptop,Electronics,East,1,24320,24320,17.94,19956.99,5843.4,Premium,Online,Credit Card
1476,2025-01-05,Smartphone,Electronics,North,6,23594,141564,9.44,128200.36,24545.46,New,Offline,Credit Card
1477,2024-11-25,Monitor,Electronics,East,8,9751,78008,12.66,68132.19,8970.02,Premium,Online,UPI
1478,2025-05-13,Keyboard,Accessories,North,7,24849,173943,14.33,149016.97,17502.99,Regular,Offline,Credit Card
1479,2025-01-07,Smartphone,Electronics,West,9,24471,220239,13.81,189823.99,52270.68,Regular,Offline,Cash
1480,2025-12-11,Tablet,Electronics,South,1,26975,26975,12.9,23495.22,3695.22,Regular,Offline,UPI
1481,2024-02-16,Keyboard,Accessories,South,3,48741,146223,14.2,125459.33,33400.82,New,Offline,Debit Card
1482,2024-11-18,Printer,Office Equipment,East,8,9394,75152,10.07,67584.19,8461.97,Premium,Offline,Debit Card
1483,2025-06-10,Smartphone,Electronics,East,9,3103,27927,15.62,23564.8,6460.95,Regular,Online,Cash
1484,2024-01-12,Monitor,Electronics,North,7,29922,209454,12.12,184068.18,19140.56,Regular,Offline,Debit Card
1485,2024-02-17,Camera,Electronics,South,10,2598,25980,11.13,23088.43,4846.94,Regular,Offline,UPI
1486,2024-11-01,Smartwatch,Wearables,West,4,23264,93056,12.26,81647.33,11055.35,Regular,Online,Cash
1487,2025-04-19,Laptop,Electronics,East,4,31657,126628,17.02,105075.91,18314.94,New,Online,Debit Card
1488,2025-08-25,Camera,Electronics,South,2,5707,11414,4.61,10887.81,2940.98,Regular,Online,UPI
1489,2025-09-07,Tablet,Electronics,South,3,43884,131652,0.91,130453.97,17659.07,Regular,Offline,Credit Card
1490,2024-08-13,Mouse,Accessories,West,4,34585,138340,10.15,124298.49,29456.78,Regular,Online,Debit Card
1491,2024-09-16,Keyboard,Accessories,South,5,10547,52735,13.11,45821.44,5651.13,Premium,Online,Credit Card
1492,2024-05-06,Smartwatch,Wearables,East,10,20227,202270,12.97,176035.58,28941.3,Regular,Online,Cash
1493,2025-05-22,Monitor,Electronics,West,9,48165,433485,15.05,368245.51,80986.62,Premium,Offline,Cash
1494,2024-03-29,Mouse,Accessories,East,1,33534,33534,7.01,31183.27,7826.78,Premium,Offline,Credit Card
